customer_id,age,gender,city_type,employment_type,employment_years,business_vintage_years,education_level,annual_income,monthly_income,dependents,credit_score,cibil_score,loan_type,requested_loan_amount,loan_tenure_months,property_value,property_location,down_payment,property_type,gold_weight,gold_purity,gold_market_value,course_fee,college,course_duration,coapplicant_income,business_turnover,years_in_business,business_type,gst_number,interest_rate,emi_amount,emi_income_ratio,probability_of_default,loan_approval_status,safe_loan_amount
2018,46,Female,Urban,Student,0,10,Postgraduate,0,0,2,573,589,education,919349,240,,,,,,,,1162165.0,ABC University,30.0,104181.0,,,,,10.0,8871.91684377145,0.08515868386530606,0.5365002213729658,Rejected,715561
2019,45,Male,Urban,Salaried,19,12,School,0,0,2,796,777,business,1160609,180,,,,,,,,,,,,733016.0,3.0,Manufacturing,P4BGE8GATLAYT2B,13.0,14684.514465234713,0.24039608082608915,0.08516541280711509,Approved,0
2020,45,Male,Rural,Self-employed,3,1,School,458304,38192,4,583,620,gold,713725,180,,,,,150.0,22.0,900000.0,,,,,,,,,11.0,8112.176471160409,0.21240512335463996,0.6747635476111256,Approved,0
2021,53,Female,Rural,Self-employed,6,2,School,439176,36598,1,612,654,home,2159282,180,2970541.990051436,City Center,512581.48732500855,Land,,,,,,,,,,,,8.5,21263.30402116691,0.5809963391761,0.7446673478356625,Rejected,1858258
2022,32,Female,Semi-Urban,Salaried,7,14,Postgraduate,0,0,4,781,781,business,6553211,120,,,,,,,,,,,,2312898.0,5.0,Services,ND7IVZP2ZYGTGEF,13.0,97846.47836368933,0.5076565159225663,0.41608737432090387,Rejected,4773287
2023,34,Male,Rural,Self-employed,16,3,Graduate,0,0,2,570,545,business,6022882,24,,,,,,,,,,,,4015255.0,3.0,Manufacturing,K7QOU8V8JCRR6QM,13.0,286338.7875151769,0.8557527355503258,1.0,Rejected,4222866
2024,35,Male,Rural,Self-employed,10,14,School,0,0,4,671,667,business,3826821,12,,,,,,,,,,,,1275607.0,11.0,Retail,ZKI3YRHSP32SDZX,13.0,341801.2263565132,3.215421925622985,0.6796279439306632,Rejected,714087
2025,31,Male,Urban,Self-employed,11,15,Graduate,2189424,182452,1,603,645,home,8027888,180,13571353.550005468,Suburban,3143699.489117984,Apartment,,,,,,,,,,,,8.5,79053.78880196177,0.43328540548726113,0.3483796740382872,Approved,0
2026,45,Male,Urban,Salaried,13,14,Postgraduate,0,0,4,688,657,business,6851208,12,,,,,,,,,,,,4327079.0,5.0,Services,VPOBSMOEGT2FHTR,13.0,611931.2338945443,1.6970281353158867,0.5077099783656377,Rejected,2422308
2027,41,Female,Rural,Student,0,2,Postgraduate,0,0,1,600,570,education,1064603,24,,,,,,,,1096851.0,National Institute,31.0,70445.0,,,,,10.0,49126.02701369924,0.6973671234821384,0.5396367535087473,Rejected,763302
2028,35,Female,Semi-Urban,Self-employed,1,4,Graduate,608640,50720,4,473,458,gold,173981,12,,,,,44.0,24.0,264000.0,,,,,,,,,11.0,15376.729331247028,0.30316895369177893,0.6583651967917931,Rejected,109827
2029,41,Male,Rural,Self-employed,9,15,School,1360848,113404,3,595,584,gold,83102,36,,,,,20.0,24.0,120000.0,,,,,,,,,11.0,2720.6528698570783,0.023990801645947923,0.7953075348889883,Rejected,53840
2030,41,Female,Rural,Salaried,7,5,Graduate,1535052,127921,4,676,675,gold,490339,24,,,,,105.0,24.0,630000.0,,,,,,,,,11.0,22853.64077344568,0.1786543317629293,0.004961389885128065,Approved,0
2031,22,Male,Urban,Student,0,11,Postgraduate,0,0,4,696,692,education,285956,120,,,,,,,,405868.0,National Institute,27.0,82337.0,,,,,10.0,3778.9296115761117,0.04589588655860806,0.10165556356011057,Approved,0
2032,38,Male,Rural,Self-employed,12,11,Graduate,843924,70327,1,681,667,gold,478895,240,,,,,120.0,22.0,720000.0,,,,,,,,,11.0,4943.098601669302,0.07028735196538033,0.3534894007272305,Approved,0
2033,55,Male,Rural,Salaried,15,2,School,1539480,128290,2,591,595,home,3720410,12,4501090.958390336,Town,587059.5448249208,Apartment,,,,,,,,,,,,8.5,324493.35086235375,2.5293736913426903,0.9411632509833889,Rejected,882529
2034,41,Male,Semi-Urban,Self-employed,14,8,Postgraduate,1109724,92477,4,792,779,gold,191425,12,,,,,41.0,24.0,246000.0,,,,,,,,,11.0,16918.458982497876,0.18294774898080468,0.23849684762723483,Approved,0
2035,21,Male,Urban,Salaried,13,9,Graduate,694716,57893,1,787,779,home,1215753,12,1579751.2869159144,Town,332382.90575913014,Land,,,,,,,,,,,,8.5,106037.71218520515,1.831615431661948,0.5289234875718634,Rejected,331880
2036,50,Female,Rural,Student,0,12,Postgraduate,0,0,0,696,713,education,334301,240,,,,,,,,371644.0,National Institute,29.0,36886.0,,,,,10.0,3226.077009698862,0.08746074417662154,0.04403575567200917,Rejected,265085
2037,45,Female,Semi-Urban,Salaried,8,3,Graduate,1157508,96459,3,814,862,gold,115607,24,,,,,28.0,24.0,168000.0,,,,,,,,,11.0,5388.192350385621,0.055859923391136344,0.0936988978438088,Approved,0
2038,32,Female,Rural,Self-employed,19,5,Postgraduate,2243988,186999,3,692,667,home,4674975,120,7905904.107191138,Suburban,981230.3780551763,Independent House,,,,,,,,,,,,8.5,57962.999584611774,0.30996422218627784,0.3649135454043696,Approved,0
2039,51,Female,Rural,Self-employed,15,11,Graduate,873660,72805,3,476,457,gold,459739,240,,,,,103.0,24.0,618000.0,,,,,,,,,11.0,4745.372593225746,0.06517921287309589,0.6237453382290606,Rejected,318202
2040,27,Female,Urban,Salaried,8,3,Postgraduate,1215660,101305,4,585,541,gold,604329,12,,,,,162.0,22.0,972000.0,,,,,,,,,11.0,53411.59931270188,0.5272355689521927,0.9448204897632604,Rejected,370922
2041,54,Male,Urban,Salaried,15,13,Graduate,0,0,2,436,393,business,12072746,36,,,,,,,,,,,,3812446.0,2.0,Retail,GYVRL9C3CIZQCBO,13.0,406778.5242719352,1.2803702114766276,0.8984650732470666,Rejected,5657463
2042,29,Female,Semi-Urban,Salaried,2,12,Postgraduate,1620036,135003,3,605,571,gold,134157,36,,,,,29.0,22.0,174000.0,,,,,,,,,11.0,4392.128072265602,0.032533559048803375,0.12881133388682084,Rejected,96953
2043,30,Male,Semi-Urban,Self-employed,11,8,School,647988,53999,3,724,681,gold,139463,240,,,,,38.0,24.0,228000.0,,,,,,,,,11.0,1439.5208976594158,0.02665828807310165,0.39091749149682664,Approved,0
2044,23,Female,Rural,Self-employed,17,10,School,474780,39565,3,425,444,home,1978250,24,2711346.0439883904,City Center,491886.2614202927,Land,,,,,,,,,,,,8.5,89922.68883410197,2.2727837440693026,1.0,Rejected,435204
2045,27,Male,Urban,Student,0,14,Postgraduate,0,0,1,784,767,education,1214469,60,,,,,,,,1365536.0,National Institute,37.0,40183.0,,,,,10.0,25803.877143449343,0.6421590509282369,0.5907569420525131,Rejected,945614
2046,27,Male,Rural,Salaried,6,6,School,1272996,106083,0,714,697,home,5091984,36,6593595.113011579,Town,1807202.2986443252,Land,,,,,,,,,,,,8.5,160741.39548015557,1.5152417963307558,0.5202092761018574,Rejected,2016306
2047,49,Female,Urban,Salaried,1,5,Graduate,1743720,145310,1,701,732,gold,553482,120,,,,,136.0,22.0,816000.0,,,,,,,,,11.0,7624.215174987538,0.05246862001918339,0.032756382883981486,Approved,0
2048,37,Female,Semi-Urban,Self-employed,11,8,School,0,0,2,672,678,business,3884724,120,,,,,,,,,,,,1942362.0,9.0,Retail,2QE8DGU4IE8PB4H,13.0,58003.10150472869,0.35834577594534095,0.2211412313890212,Approved,0
2049,22,Female,Rural,Self-employed,1,2,Postgraduate,1623420,135285,2,670,629,home,5140830,180,6588631.202838114,Suburban,1641894.7568618413,Apartment,,,,,,,,,,,,8.5,50623.78661570629,0.37420103201172555,0.29640364354892634,Approved,0
2050,21,Male,Urban,Student,0,6,Graduate,0,0,4,570,618,education,550327,240,,,,,,,,729042.0,XYZ College,45.0,37727.0,,,,,10.0,5310.774668686441,0.1407685389425727,0.553323355173824,Approved,0
2051,50,Male,Rural,Salaried,5,14,Postgraduate,1199664,99972,1,695,706,gold,246499,60,,,,,66.0,24.0,396000.0,,,,,,,,,11.0,5359.485544983459,0.05360986621237405,0.17954270234630543,Approved,0
2052,21,Female,Urban,Self-employed,9,11,School,0,0,4,430,434,business,2047137,24,,,,,,,,,,,,1754689.0,3.0,Manufacturing,24GFEVA13W6AS2A,13.0,97324.62406825449,0.6655854620500008,1.0,Rejected,1845416
2053,29,Female,Rural,Salaried,16,2,Graduate,0,0,0,600,607,business,666723,24,,,,,,,,,,,,727334.0,5.0,Retail,IF4YR2VV3QYUA5M,13.0,31697.226581640036,0.5229601792019628,0.5289068425876808,Rejected,637451
2054,26,Female,Urban,Student,0,14,Postgraduate,0,0,1,710,678,education,247377,120,,,,,,,,273775.0,XYZ College,44.0,65103.0,,,,,10.0,3269.105283759962,0.05021435699983045,0.17791335741356065,Approved,0
2055,52,Female,Urban,Self-employed,4,10,School,0,0,2,815,863,business,6835928,240,,,,,,,,,,,,4317428.0,6.0,Retail,OIZJXNPEULSKE3A,13.0,80088.07208847284,0.22259939599726364,0.2266252822475641,Rejected,5224734
2056,44,Male,Rural,Self-employed,9,15,School,0,0,4,820,776,business,1502632,60,,,,,,,,,,,,1001755.0,4.0,Retail,HMWDD8ZJCWJTX8F,13.0,34189.49565458861,0.4095551785167664,0.3856134336650673,Approved,0
2057,36,Male,Semi-Urban,Student,0,11,Graduate,0,0,4,674,628,education,205023,120,,,,,,,,213484.0,National Institute,28.0,77847.0,,,,,10.0,2709.3940527709474,0.03480409075200004,0.15342890738652037,Approved,0
2058,51,Male,Rural,Student,0,5,Graduate,0,0,4,581,591,education,406139,60,,,,,,,,520314.0,National Institute,24.0,34946.0,,,,,10.0,8629.25349198981,0.24693107915039803,0.563373737622236,Rejected,244871
2059,22,Male,Urban,Salaried,12,4,School,624420,52035,4,431,404,home,1509015,60,2110483.7448349954,City Center,253329.18721638026,Apartment,,,,,,,,,,,,8.5,30959.753520490252,0.5949794084844865,0.8329948584373006,Rejected,1268124
2060,32,Female,Semi-Urban,Salaried,18,14,School,2283828,190319,3,699,723,home,9706269,120,13729389.829927173,Town,1902935.0754714452,Apartment,,,,,,,,,,,,8.5,120343.84483663121,0.6323270132600066,0.446271571286547,Rejected,9210047
2061,27,Female,Semi-Urban,Salaried,16,10,Postgraduate,733692,61141,1,678,633,gold,885509,180,,,,,192.0,24.0,1152000.0,,,,,,,,,11.0,10064.668149218232,0.1646140584749715,0.10717715784429394,Approved,0
2062,54,Female,Semi-Urban,Student,0,6,School,0,0,2,626,640,education,236129,180,,,,,,,,322571.0,ABC University,38.0,65856.0,,,,,10.0,2537.4543183930014,0.03853034375596759,0.011761160792181369,Rejected,183735
2063,36,Male,Urban,Self-employed,8,10,Graduate,1539084,128257,3,571,532,home,6284593,120,8159810.211533278,Suburban,902065.7012927085,Independent House,,,,,,,,,,,,8.5,77919.95924009306,0.6075298754851045,1.0,Rejected,6206700
2064,47,Male,Urban,Student,0,7,Postgraduate,0,0,1,588,629,education,437848,36,,,,,,,,470552.0,National Institute,45.0,102968.0,,,,,10.0,14128.123378447393,0.1372088743925044,0.5566489703392646,Approved,0
2065,27,Female,Semi-Urban,Student,0,5,School,0,0,4,589,563,education,1033402,24,,,,,,,,1129349.0,ABC University,30.0,104897.0,,,,,10.0,47686.259167042386,0.4546007909381811,0.43074954357277606,Rejected,659398
2066,22,Male,Rural,Salaried,7,15,Graduate,487212,40601,2,583,591,gold,840376,180,,,,,196.0,24.0,1176000.0,,,,,,,,,11.0,9551.687854745034,0.23525745313526844,0.4685247691115591,Rejected,653351
2067,38,Female,Rural,Salaried,14,12,Graduate,0,0,3,708,672,business,11161750,120,,,,,,,,,,,,3939441.0,8.0,Services,800ND6UOBH8DC69,13.0,166656.91519407957,0.5076565386634689,0.516944868721865,Rejected,6766320
2068,45,Female,Semi-Urban,Salaried,7,15,School,1403640,116970,4,700,744,gold,250317,24,,,,,68.0,22.0,408000.0,,,,,,,,,11.0,11666.73423383945,0.09974125189227537,0.040878890760830136,Approved,0
2069,29,Male,Rural,Salaried,2,14,Graduate,0,0,1,585,629,business,1831682,24,,,,,,,,,,,,1998198.0,5.0,Services,96M8BW5NNR6V4JA,13.0,87081.50068245971,0.5229601912270538,0.8488826829772619,Rejected,1259072
2070,37,Male,Rural,Self-employed,19,1,School,850620,70885,1,573,544,home,2339205,12,3616336.1705039926,Suburban,1053946.02689848,Independent House,,,,,,,,,,,,8.5,204024.95122956127,2.878252821183061,1.0,Rejected,406359
2071,46,Male,Rural,Salaried,6,14,Postgraduate,915972,76331,4,677,675,gold,303187,24,,,,,64.0,24.0,384000.0,,,,,,,,,11.0,14130.890639289704,0.18512649695785074,0.12384645908759102,Approved,0
2072,54,Female,Urban,Salaried,16,15,Graduate,0,0,4,812,855,business,10345873,240,,,,,,,,,,,,3103762.0,11.0,Services,NJJ8S9DVMFYBHPC,13.0,121209.73518770015,0.46863026941253927,0.15682752408626643,Rejected,6846528
2073,48,Female,Urban,Student,0,8,Graduate,0,0,3,613,591,education,1017569,240,,,,,,,,1044783.0,XYZ College,26.0,112326.0,,,,,10.0,9819.761103563142,0.08742197802435003,0.025659624729434883,Rejected,662643
2074,22,Female,Urban,Self-employed,17,3,Graduate,0,0,2,728,749,business,2052892,36,,,,,,,,,,,,1449100.0,13.0,Services,JJFPOYYZIQ7FL1W,13.0,69170.04451594208,0.572797277062525,0.7341614854823126,Rejected,1377850
2075,28,Female,Rural,Self-employed,15,6,School,465060,38755,0,700,744,gold,216750,36,,,,,49.0,24.0,294000.0,,,,,,,,,11.0,7096.116935110125,0.18310197226448524,0.2312815376379303,Approved,0
2076,54,Female,Urban,Self-employed,4,7,Postgraduate,1193040,99420,4,599,575,gold,497678,12,,,,,111.0,22.0,666000.0,,,,,,,,,11.0,43985.60704971438,0.4424221187861032,0.7613932124839037,Rejected,366426
2077,33,Female,Semi-Urban,Salaried,9,3,Graduate,1134720,94560,3,437,473,home,5200800,24,7581290.785842934,Suburban,904742.827038184,Land,,,,,,,,,,,,8.5,236405.87392311258,2.500062118476233,0.924060517557404,Rejected,1248161
2078,33,Male,Rural,Student,0,11,Graduate,0,0,3,681,721,education,332971,60,,,,,,,,348275.0,National Institute,47.0,46672.0,,,,,10.0,7074.6497245557275,0.1515823132618214,0.12506224252506964,Approved,0
2079,30,Female,Urban,Student,0,12,Postgraduate,0,0,0,676,650,education,496533,180,,,,,,,,553365.0,ABC University,24.0,73034.0,,,,,10.0,5335.769029109648,0.07305869908685883,0.1278633109046777,Approved,0
2080,38,Female,Semi-Urban,Self-employed,6,14,Postgraduate,0,0,3,726,751,business,10903865,240,,,,,,,,,,,,4673085.0,2.0,Retail,PFZZLTX8RRKS7Z2,13.0,127747.0339305762,0.3280411991579255,0.3072477770159391,Approved,0
2081,37,Female,Urban,Salaried,10,4,Graduate,489408,40784,1,824,814,gold,489642,240,,,,,123.0,24.0,738000.0,,,,,,,,,11.0,5054.027888197957,0.1239218293496949,0.1301317309963453,Approved,0
2082,46,Male,Rural,Self-employed,8,1,Graduate,0,0,0,596,635,business,7323765,240,,,,,,,,,,,,2929506.0,3.0,Retail,AC3JCN4WEJGYRCO,13.0,85803.45189110158,0.3514727133834916,0.7719668366431688,Rejected,4798204
2083,46,Female,Urban,Student,0,1,School,0,0,3,724,674,education,211559,36,,,,,,,,241414.0,XYZ College,34.0,78008.0,,,,,10.0,6826.413855541084,0.08750915105554666,0.13908567153006052,Approved,0
2084,22,Male,Urban,Student,0,5,Postgraduate,0,0,0,716,718,education,502716,180,,,,,,,,578386.0,ABC University,34.0,117286.0,,,,,10.0,5402.211863537542,0.046060159469480944,0.09200551019550716,Approved,0
2085,48,Female,Rural,Salaried,5,4,Graduate,0,0,3,775,733,business,8546906,60,,,,,,,,,,,,4102515.0,5.0,Services,63BLJ2DW5TPGC4W,13.0,194468.37652011757,0.5688268094672198,0.4204011832945004,Rejected,6277846
2086,25,Male,Semi-Urban,Self-employed,10,11,School,469428,39119,4,592,610,gold,771145,180,,,,,185.0,22.0,1110000.0,,,,,,,,,11.0,8764.810430982512,0.22405507377444495,0.6246608697801963,Approved,0
2087,40,Male,Urban,Self-employed,6,1,Graduate,1792920,149410,0,681,639,home,7470500,24,12616355.657999478,Suburban,3726069.842874849,Independent House,,,,,,,,,,,,8.5,339576.6192013945,2.2727837440693026,0.6431044321924845,Rejected,1972163
2088,46,Female,Rural,Salaried,11,7,Postgraduate,1004532,83711,3,606,584,home,3264729,120,5863381.487407003,Suburban,722789.0689453183,Independent House,,,,,,,,,,,,8.5,40477.96740535939,0.4835441866105935,0.04138882141720504,Rejected,2081740
2089,31,Male,Rural,Self-employed,19,7,School,0,0,3,730,725,business,3878904,240,,,,,,,,,,,,1193509.0,12.0,Retail,3D4SJGUNTCHZ6CA,13.0,45444.29712780263,0.4569144979498534,0.24292959495065308,Approved,0
2090,22,Female,Semi-Urban,Student,0,13,Postgraduate,0,0,0,695,744,education,364856,120,,,,,,,,387860.0,ABC University,32.0,83523.0,,,,,10.0,4821.598925573213,0.05772779863718033,0.03834655463910728,Approved,0
2091,39,Female,Semi-Urban,Salaried,15,5,School,0,0,2,810,813,business,12751264,180,,,,,,,,,,,,3923466.0,12.0,Retail,OMN0OVTXD7KSG2F,13.0,161334.36898906232,0.49344442588995235,0.03368904716632783,Approved,0
2092,55,Male,Rural,Salaried,4,15,Graduate,0,0,4,790,772,business,4532984,60,,,,,,,,,,,,1470157.0,14.0,Retail,73FUURLVJGA9GFU,13.0,103139.31606029932,0.8418636871596652,0.5870806782064888,Rejected,3230678
2093,24,Female,Semi-Urban,Self-employed,8,4,School,1108860,92405,1,628,618,gold,854261,24,,,,,187.0,22.0,1122000.0,,,,,,,,,11.0,39815.258465601306,0.43087774974948656,0.32688594969289697,Approved,0
2094,44,Male,Urban,Salaried,13,10,Graduate,886608,73884,4,821,853,gold,819834,60,,,,,197.0,24.0,1182000.0,,,,,,,,,11.0,17825.17767733731,0.24125896915891545,0.11972556398227395,Approved,0
2095,22,Male,Urban,Salaried,15,7,Postgraduate,0,0,2,589,578,business,1821733,12,,,,,,,,,,,,2186080.0,3.0,Manufacturing,M52YA7A6M5FKQSX,13.0,162712.22863419267,0.8931725936883883,0.9307729583898924,Rejected,1223772
2096,21,Male,Semi-Urban,Self-employed,17,10,Graduate,1307208,108934,4,685,709,home,4684162,24,7981378.234517186,City Center,1467787.7769149172,Apartment,,,,,,,,,,,,8.5,212921.74496374308,1.9545940198996006,0.6961736993156499,Rejected,1437893
2097,21,Male,Rural,Self-employed,12,9,Graduate,1001256,83438,0,805,852,gold,756454,24,,,,,158.0,22.0,948000.0,,,,,,,,,11.0,35256.68563511383,0.4225495054425301,0.3313938426520399,Approved,0
2098,31,Male,Urban,Self-employed,16,2,Postgraduate,1641468,136789,1,477,486,gold,565379,24,,,,,140.0,22.0,840000.0,,,,,,,,,11.0,26351.092951712882,0.1926404385711781,0.7827958232319232,Rejected,410288
2099,47,Female,Semi-Urban,Salaried,10,8,School,862980,71915,4,586,571,gold,545096,60,,,,,145.0,24.0,870000.0,,,,,,,,,11.0,11851.707847205478,0.16480161089071096,0.42150742114919504,Rejected,424871
2100,45,Female,Semi-Urban,Salaried,15,14,Graduate,0,0,1,701,672,business,2934594,240,,,,,,,,,,,,1135972.0,3.0,Manufacturing,VCDP2B27CKX09V4,13.0,34380.99052863047,0.363188429242592,0.18734649673609693,Rejected,1875956
2101,38,Male,Rural,Self-employed,8,14,School,0,0,4,575,533,business,9368857,60,,,,,,,,,,,,2810657.0,6.0,Manufacturing,0J3GIN38K0Y6R8L,13.0,213170.28766189067,0.9101229541501109,1.0,Rejected,6176434
2102,55,Female,Rural,Salaried,17,2,Postgraduate,1206312,100526,3,677,632,gold,649896,36,,,,,162.0,24.0,972000.0,,,,,,,,,11.0,21276.761299470956,0.21165431131718118,0.02372858133959166,Approved,0
2103,34,Male,Rural,Salaried,6,12,Postgraduate,0,0,4,427,411,business,7505347,240,,,,,,,,,,,,3335710.0,7.0,Manufacturing,VSKJH3O4KWEEPOE,13.0,87930.82249915497,0.316325420971805,0.5089622877305751,Rejected,5347687
2104,23,Male,Rural,Student,0,12,School,0,0,1,573,578,education,1106603,240,,,,,,,,1156167.0,XYZ College,44.0,82551.0,,,,,10.0,10678.958475038333,0.1293619517030482,0.49553691428702873,Rejected,809672
2105,29,Male,Rural,Self-employed,14,10,Postgraduate,0,0,2,825,848,business,1696345,24,,,,,,,,,,,,1197420.0,7.0,Manufacturing,MRL1ISZJ00FFDIF,13.0,80647.33303880648,0.8082109840036726,0.7417409097178211,Rejected,1259333
2106,54,Male,Semi-Urban,Salaried,7,2,School,538404,44867,4,725,736,gold,553230,24,,,,,143.0,22.0,858000.0,,,,,,,,,11.0,25784.854325463304,0.5746953066945262,0.5733632469401807,Rejected,481325
2107,34,Female,Semi-Urban,Salaried,15,9,School,0,0,3,587,548,business,2420592,180,,,,,,,,,,,,1708653.0,10.0,Services,KZ7GKC0U6ZWI75S,13.0,30626.350681781223,0.21509119065215387,0.5218630023334664,Rejected,1772336
2108,53,Female,Semi-Urban,Self-employed,13,14,Postgraduate,0,0,3,421,468,business,7532495,36,,,,,,,,,,,,4757365.0,11.0,Services,QNO5M681O507DU9,13.0,253799.52499503683,0.6401851234749577,1.0,Rejected,7059672
2109,54,Male,Semi-Urban,Salaried,7,6,School,0,0,4,793,835,business,2385735,12,,,,,,,,,,,,1789301.0,3.0,Manufacturing,UUXDLA4D4LU14KS,13.0,213087.3507701709,1.4290766110576425,0.5282205101017305,Rejected,1001654
2110,26,Female,Rural,Self-employed,5,9,School,1708104,142342,2,776,784,gold,645188,12,,,,,137.0,22.0,822000.0,,,,,,,,,11.0,57022.785498236066,0.400604076788552,0.2721677595640153,Approved,0
2111,39,Female,Urban,Self-employed,11,12,Postgraduate,701652,58471,4,585,568,home,2631195,60,3661088.2176927407,City Center,730497.4853199304,Land,,,,,,,,,,,,8.5,53982.994645080624,0.9232439097173064,1.0,Rejected,1424973
2112,41,Female,Rural,Self-employed,12,4,Postgraduate,0,0,4,790,793,business,13774466,12,,,,,,,,,,,,4722674.0,6.0,Services,LWV0TBMAQ5K3W35,13.0,1230297.7775041205,3.12610468773611,0.7047125076153173,Rejected,2643763
2113,51,Female,Semi-Urban,Salaried,6,12,School,1266732,105561,4,686,656,gold,343572,12,,,,,72.0,22.0,432000.0,,,,,,,,,11.0,30365.46318158422,0.28765797199329507,0.18531081344678155,Approved,0
2114,31,Male,Rural,Self-employed,5,8,School,847704,70642,4,679,700,gold,242723,24,,,,,60.0,22.0,360000.0,,,,,,,,,11.0,11312.794310575044,0.16014261077793726,0.33495404247808025,Approved,0
2115,25,Female,Urban,Student,0,4,Postgraduate,0,0,3,696,660,education,236618,240,,,,,,,,251776.0,National Institute,27.0,33962.0,,,,,10.0,2283.4149161412183,0.06723440657620924,0.10781145745484322,Approved,0
2116,38,Male,Semi-Urban,Salaried,13,6,School,762324,63527,4,678,647,gold,784805,12,,,,,171.0,22.0,1026000.0,,,,,,,,,11.0,69362.36751604672,1.0918564943417244,0.5916310042647945,Rejected,359390
